DM Sigma Time Sample Downfact
0.00 10.35 90.489077 1382015 9
0.00 5.15 90.544536 1382862 14
0.00 10.23 90.577601 1383367 14
0.00 6.90 90.588405 1383532 9
0.00 7.77 90.631881 1384196 9
0.00 10.31 90.64275 1384362 9
0.00 6.11 90.653488 1384526 6
0.00 5.27 90.685899 1385021 6
0.00 7.82 90.696768 1385187 9
0.00 9.04 90.707571 1385352 14
0.00 5.76 90.718113 1385513 9
0.00 6.61 90.728917 1385678 9
0.00 5.39 90.739655 1385842 9
0.00 5.16 90.750458 1386007 6
0.00 7.85 90.761065 1386169 9
0.00 9.41 90.771804 1386333 9
0.00 6.54 90.793607 1386666 30
0.00 10.80 90.836167 1387316 9
0.00 6.06 90.836494 1387321 9
0.00 5.78 90.846774 1387478 9
0.00 6.28 90.857708 1387645 20
0.00 8.84 90.889857 1388136 9
0.00 7.36 90.900792 1388303 14
0.00 7.05 90.911333 1388464 9
0.00 6.60 90.954286 1389120 9
0.00 8.75 90.965155 1389286 14
0.00 7.58 90.975631 1389446 6
0.00 7.33 90.9865 1389612 9
0.00 7.37 91.018321 1390098 9
0.00 12.20 91.02906 1390262 9
0.00 7.35 91.029387 1390267 9
0.00 5.37 91.039536 1390422 6
0.00 6.83 91.050274 1390586 14
0.00 5.03 91.060881 1390748 14
0.00 5.51 91.081768 1391067 3
0.00 7.87 91.09244 1391230 14
0.00 6.87 91.102655 1391386 6
0.00 6.07 91.113131 1391546 6
0.00 5.89 91.144821 1392030 14
0.00 5.48 91.15497 1392185 9
0.00 7.23 91.176119 1392508 14
0.00 6.44 91.19694 1392826 9
0.00 5.35 91.217762 1393144 6
0.00 6.93 91.228107 1393302 9
0.00 11.81 91.280488 1394102 9
0.00 7.00 91.280815 1394107 9
0.00 5.79 91.322262 1394740 9
0.00 10.19 91.343214 1395060 9
0.00 5.04 91.343542 1395065 9
0.00 6.00 91.353625 1395219 9
0.00 6.36 91.45806 1396814 14
0.00 5.18 91.468405 1396972 14
0.00 7.63 91.52 1397760 14
0.00 7.54 91.530083 1397914 9
0.00 5.72 91.550839 1398231 14
0.00 6.18 91.560923 1398385 9
0.00 5.08 91.581351 1398697 9
0.00 8.19 91.591565 1398853 9
0.00 5.04 91.591893 1398858 6
0.00 8.49 91.601714 1399008 9
0.00 12.32 91.652458 1399783 9
0.00 7.69 91.652786 1399788 9
0.00 7.58 91.682774 1400246 9
0.00 6.55 91.692792 1400399 9
0.00 7.19 91.702744 1400551 6
0.00 5.15 91.732732 1401009 6
0.00 7.51 91.76272 1401467 14
0.00 10.41 91.772673 1401619 9
0.00 6.15 91.782756 1401773 14
0.00 5.47 91.80253 1402075 9
0.00 6.32 91.812482 1402227 9
0.00 5.96 91.822304 1402377 6
0.00 9.88 91.832256 1402529 9
0.00 6.91 91.842077 1402679 9
0.00 10.61 91.891774 1403438 9
0.00 8.75 91.901726 1403590 14
0.00 10.91 91.951292 1404347 9
0.00 7.46 91.961113 1404497 9
0.00 12.34 92.010875 1405257 14
0.00 5.30 92.011399 1405265 14
0.00 6.85 92.06031 1406012 9
0.00 6.94 92.070196 1406163 9
0.00 7.27 92.129256 1407065 9
0.00 7.37 92.187923 1407961 9
0.00 5.18 92.236375 1408701 6
0.00 5.55 92.246065 1408849 9
0.00 5.62 92.294714 1409592 14
0.00 5.32 92.387363 1411007 100
0.00 7.28 92.43575 1411746 150
0.00 6.96 92.480339 1412427 100
0.00 6.48 92.526958 1413139 100
0.00 6.35 92.574756 1413869 150
0.00 5.79 92.593089 1414149 4
0.00 6.37 92.621571 1414584 100
0.00 5.98 92.651036 1415034 6
0.00 6.24 92.67081 1415336 100
0.00 5.41 92.719917 1416086 70
0.00 5.35 92.772821 1416894 100
0.00 7.44 92.824482 1417683 150
0.00 8.05 92.874375 1418445 150
0.00 6.86 92.924202 1419206 150
0.00 6.22 92.975012 1419982 100
0.00 5.70 92.991708 1420237 9
0.00 7.95 93.026935 1420775 100
0.00 7.47 93.076827 1421537 100
0.00 6.30 93.124429 1422264 100
0.00 5.15 93.171506 1422983 100
0.00 6.66 93.26219 1424368 45
0.00 8.64 93.313196 1425147 100
0.00 8.37 93.358833 1425844 100
0.00 6.01 93.362173 1425895 45
0.00 5.06 93.455738 1427324 2
0.00 5.36 93.835107 1433118 1
0.00 5.39 94.712226 1446514 70
0.00 5.97 95.291298 1455358 1
0.00 5.46 95.525179 1458930 1
0.00 5.09 96.041524 1466816 1
0.00 5.01 96.612804 1475541 20
0.00 5.71 97.243077 1485167 1
0.00 5.87 97.38444 1487326 1
0.00 5.26 97.627161 1491033 70
0.00 7.62 97.671619 1491712 70
0.00 5.82 97.716405 1492396 45
0.00 6.55 97.763875 1493121 70
0.00 7.56 97.812 1493856 100
0.00 9.37 97.859601 1494583 150
0.00 7.75 97.908708 1495333 100
0.00 5.37 97.953494 1496017 100
0.00 5.59 98.005548 1496812 100
0.00 7.36 98.057863 1497611 150
0.00 8.21 98.106708 1498357 150
0.00 8.26 98.161577 1499195 70
0.00 6.50 98.210554 1499943 100
0.00 7.55 98.260315 1500703 70
0.00 7.19 98.312042 1501493 100
0.00 6.39 98.35853 1502203 100
0.00 6.77 98.405018 1502913 70
0.00 8.94 98.452815 1503643 100
0.00 5.29 98.498845 1504346 100
0.00 7.12 98.546512 1505074 100
0.00 7.50 98.593262 1505788 100
0.00 5.22 99.045506 1512695 30
0.00 6.23 99.160548 1514452 100
0.00 5.00 99.660196 1522083 30
0.00 5.12 99.723839 1523055 1
0.00 5.69 100.376702 1533026 1
0.00 5.01 100.394315 1533295 9
0.00 5.03 100.476815 1534555 45
0.00 5.18 100.627083 1536850 2
0.00 5.29 101.175381 1545224 30
0.00 5.22 101.459548 1549564 1
0.00 5.40 101.654929 1552548 1
0.00 5.23 101.870411 1555839 1
0.00 5.38 102.293845 1562306 70
0.00 5.20 102.353887 1563223 1
0.00 8.62 102.376018 1563561 100
0.00 5.59 102.379357 1563612 70
0.00 8.21 102.42375 1564290 150
0.00 5.30 102.469256 1564985 70
0.00 6.91 102.562952 1566416 100
0.00 7.54 102.609244 1567123 70
0.00 5.10 102.611929 1567164 70
0.00 6.45 102.657107 1567854 150
0.00 7.08 102.703202 1568558 70
0.00 7.70 102.758137 1569397 150
0.00 8.62 102.809536 1570182 100
0.00 6.02 102.861262 1570972 70
0.00 5.05 102.878548 1571236 70
0.00 6.87 102.911744 1571743 100
0.00 7.33 102.960917 1572494 70
0.00 9.54 103.011137 1573261 100
0.00 7.68 103.062274 1574042 70
0.00 9.05 103.110137 1574773 100
0.00 6.19 103.158655 1575514 150
0.00 6.21 103.202065 1576177 45
0.00 7.74 103.297595 1577636 100
0.00 9.13 103.344476 1578352 70
0.00 5.08 103.786506 1585103 2
0.00 5.33 104.04075 1588986 150
0.00 5.46 104.106554 1589991 1
0.00 5.77 104.140536 1590510 1
0.00 5.12 104.34456 1593626 20
0.00 5.06 104.744357 1599732 70
0.00 5.16 105.140815 1605787 1
0.00 5.78 106.041637 1619545 2
0.00 6.89 106.116018 1620681 1
0.00 5.81 107.244173 1637911 70
0.00 5.80 107.465482 1641291 1
0.00 7.20 107.607565 1643461 100
0.00 7.99 107.654708 1644181 100
0.00 5.32 107.70244 1644910 100
0.00 6.74 107.746768 1645587 70
0.00 8.55 107.794631 1646318 100
0.00 6.35 107.840792 1647023 100
0.00 8.40 107.891536 1647798 100
0.00 6.23 107.937042 1648493 150
0.00 5.74 107.987327 1649261 70
0.00 6.48 108.039119 1650052 100
0.00 7.22 108.090911 1650843 150
0.00 7.67 108.142702 1651634 100
0.00 5.11 108.146042 1651685 100
0.00 9.97 108.194363 1652423 100
0.00 7.85 108.244387 1653187 100
0.00 5.13 108.253554 1653327 14
0.00 8.28 108.295917 1653974 150
0.00 10.16 108.341357 1654668 150
0.00 5.71 108.382083 1655290 9
0.00 6.54 108.389613 1655405 100
0.00 5.68 108.412268 1655751 9
0.00 9.92 108.48056 1656794 9
0.00 8.08 108.530125 1657551 150
0.00 5.53 108.548 1657824 9
0.00 7.10 108.555399 1657937 6
0.00 6.46 108.637244 1659187 9
0.00 5.17 108.644708 1659301 4
0.00 7.69 108.652042 1659413 6
0.00 6.53 108.659506 1659527 9
0.00 5.44 108.681637 1659865 9
0.00 6.72 108.696435 1660091 9
0.00 5.66 108.711167 1660316 6
0.00 5.51 108.725833 1660540 6
0.00 6.54 108.740696 1660767 4
0.00 8.91 108.748095 1660880 6
0.00 7.48 108.762435 1661099 4
0.00 5.37 108.769768 1661211 6
0.00 7.51 108.784435 1661435 9
0.00 8.00 108.813637 1661881 9
0.00 7.75 108.828173 1662103 9
0.00 5.11 108.842905 1662328 9
0.00 5.35 108.85744 1662550 6
0.00 7.20 108.864774 1662662 6
0.00 8.11 108.879375 1662885 9
0.00 5.92 108.959714 1664112 9
0.00 6.02 108.988851 1664557 9
0.00 6.74 109.010655 1664890 4
0.00 8.70 109.047125 1665447 9
0.00 5.45 109.076327 1665893 14
0.00 7.21 109.105202 1666334 9
0.00 6.89 109.134208 1666777 6
0.00 6.34 109.177226 1667434 9
0.00 6.58 109.227446 1668201 14
0.00 5.97 109.234583 1668310 14
0.00 5.61 109.312762 1669504 6
0.00 5.02 109.327101 1669723 9
0.00 5.56 109.355911 1670163 3
0.00 5.62 109.420339 1671147 9
0.00 5.24 109.528244 1672795 6
0.00 8.76 109.549917 1673126 6
0.00 5.68 109.607012 1673998 14
0.00 6.14 109.614018 1674105 3
0.00 6.90 109.628292 1674323 9
0.00 5.28 109.635429 1674432 9
0.00 6.48 109.656512 1674754 4
0.00 7.15 109.677726 1675078 9
0.00 5.12 109.684732 1675185 9
0.00 6.11 109.691673 1675291 9
0.00 6.75 109.719631 1675718 9
0.00 5.44 109.733643 1675932 6
0.00 5.87 109.754595 1676252 6
0.00 6.09 109.761536 1676358 4
0.00 5.37 109.768607 1676466 9
0.00 6.71 109.775548 1676572 14
0.00 5.29 109.796304 1676889 9
0.00 6.92 109.810185 1677101 9
0.00 6.29 109.844952 1677632 6
0.00 7.33 109.851893 1677738 6
0.00 6.31 109.858899 1677845 9
0.00 5.40 109.879851 1678165 6
0.00 5.32 109.893798 1678378 9
0.00 5.31 109.907744 1678591 6
0.00 8.71 109.928762 1678912 9
0.00 6.52 109.942774 1679126 9
0.00 7.28 109.94978 1679233 6
0.00 5.69 109.956917 1679342 9
0.00 5.35 109.963923 1679449 6
0.00 8.95 109.978262 1679668 14
0.00 5.61 110.006286 1680096 9
0.00 6.73 110.020494 1680313 9
0.00 8.57 110.0275 1680420 9
0.00 6.48 110.062792 1680959 9
0.00 7.38 110.069863 1681067 9
0.00 6.44 110.076869 1681174 9
0.00 8.27 110.098018 1681497 6
0.00 7.06 110.111964 1681710 9
0.00 8.08 110.11897 1681817 6
0.00 5.42 110.132982 1682031 9
0.00 7.17 110.139988 1682138 9
0.00 8.51 110.181762 1682776 6
0.00 5.26 110.188768 1682883 9
0.00 5.68 110.202845 1683098 14
0.00 8.19 110.216661 1683309 9
0.00 8.24 110.223601 1683415 3
0.00 7.03 110.230542 1683521 6
0.00 8.05 110.258631 1683950 14
0.00 7.26 110.265375 1684053 6
0.00 6.82 110.272446 1684161 9
0.00 6.86 110.279321 1684266 6
0.00 6.35 110.286327 1684373 9
0.00 8.25 110.307345 1684694 9
0.00 6.60 110.321226 1684906 6
0.00 7.07 110.342506 1685231 14
0.00 6.99 110.356321 1685442 9
0.00 5.80 110.363327 1685549 9
0.00 9.25 110.370399 1685657 9
0.00 5.17 110.39194 1685986 14
0.00 9.72 110.405625 1686195 9
0.00 6.64 110.412369 1686298 6
0.00 7.96 110.426446 1686513 9
0.00 6.03 110.43378 1686625 6
0.00 5.56 110.45447 1686941 9
0.00 6.64 110.468351 1687153 6
0.00 5.17 110.496048 1687576 2
0.00 7.68 110.51006 1687790 9
0.00 5.76 110.516935 1687895 9
0.00 7.21 110.530881 1688108 4
0.00 8.68 110.5445 1688316 9
0.00 5.05 110.55131 1688420 6
0.00 7.06 110.55825 1688526 9
0.00 6.80 110.592494 1689049 9
0.00 7.23 110.599238 1689152 3
0.00 5.45 110.606048 1689256 6
0.00 6.17 110.612923 1689361 6
0.00 5.19 110.626542 1689569 9
0.00 5.88 110.640161 1689777 9
0.00 6.89 110.64697 1689881 9
0.00 5.03 110.680952 1690400 9
0.00 5.52 110.70125 1690710 9
0.00 5.66 110.755137 1691533 9
0.00 5.51 110.781851 1691941 3
0.00 5.51 110.795405 1692148 6
0.00 7.24 110.802083 1692250 6
0.00 7.55 110.808893 1692354 9
0.00 6.02 110.822185 1692557 6
0.00 5.27 110.961845 1694690 14
0.00 5.75 110.988298 1695094 6
0.00 5.20 111.031774 1695758 1
0.00 5.09 111.475833 1702540 30
0.00 6.41 111.570708 1703989 14
0.00 6.79 111.576863 1704083 6
0.00 6.55 111.608423 1704565 9
0.00 5.54 111.66447 1705421 4
0.00 5.41 111.695571 1705896 9
0.00 5.20 111.727262 1706380 30
0.00 5.51 111.769625 1707027 9
0.00 7.89 111.812512 1707682 6
0.00 6.83 111.84322 1708151 9
0.00 5.35 111.855202 1708334 4
0.00 6.80 111.87347 1708613 6
0.00 6.26 111.885583 1708798 6
0.00 5.15 111.927946 1709445 6
0.00 5.08 111.99447 1710461 6
0.00 5.97 112.0185 1710828 9
0.00 5.19 112.048619 1711288 4
0.00 5.91 112.084827 1711841 6
0.00 5.22 112.095762 1712008 1
0.00 5.09 112.127583 1712494 14
0.00 7.02 112.139762 1712680 9
0.00 5.02 112.157899 1712957 9
0.00 7.53 112.164119 1713052 6
0.00 7.24 112.176363 1713239 4
0.00 5.29 112.203339 1713651 9
0.00 8.24 112.209821 1713750 9
0.00 5.32 112.216173 1713847 9
0.00 5.91 112.228875 1714041 9
0.00 6.16 112.241577 1714235 14
0.00 5.39 112.25428 1714429 9
0.00 5.13 112.280143 1714824 14
0.00 7.76 112.292911 1715019 9
0.00 6.65 112.312554 1715319 9
0.00 7.02 112.31897 1715417 9
0.00 5.33 112.325452 1715516 9
0.00 5.24 112.332 1715616 9
0.00 6.12 112.345292 1715819 14
0.00 6.07 112.358714 1716024 14
0.00 5.16 112.365458 1716127 14
0.00 6.74 112.392238 1716536 9
0.00 7.92 112.398917 1716638 9
0.00 7.06 112.412536 1716846 9
0.00 7.16 112.426351 1717057 14
0.00 5.44 112.45372 1717475 9
0.00 6.81 112.460595 1717580 9
0.00 5.81 112.481548 1717900 9
0.00 6.90 112.502762 1718224 9
0.00 6.91 112.509899 1718333 14
0.00 6.40 112.517101 1718443 14
0.00 9.18 112.531244 1718659 9
0.00 5.77 112.53825 1718766 2
0.00 5.77 112.566994 1719205 6
0.00 6.00 112.581792 1719431 14
0.00 10.12 112.589125 1719543 6
0.00 7.53 112.596262 1719652 9
0.00 9.86 112.610863 1719875 9
0.00 9.74 112.618458 1719991 6
0.00 8.91 112.625726 1720102 14
0.00 6.69 112.632863 1720211 9
0.00 10.43 112.647792 1720439 9
0.00 5.16 112.654929 1720548 9
0.00 6.87 112.662458 1720663 9
0.00 5.65 112.67719 1720888 9
0.00 6.95 113.208399 1729001 3
0.00 10.20 113.216845 1729130 6
0.00 8.10 113.225881 1729268 6
0.00 7.61 113.243756 1729541 6
0.00 9.84 113.252268 1729671 4
0.00 5.24 113.25253 1729675 6
0.00 6.31 113.2615 1729812 3
0.00 9.25 113.270012 1729942 9
0.00 5.60 113.270339 1729947 9
0.00 11.72 113.422768 1732275 14
0.00 5.34 113.423881 1732292 30
0.00 5.65 113.426893 1732338 70
0.00 5.71 113.441036 1732554 14
0.00 10.46 113.477571 1733112 9
0.00 7.54 113.505399 1733537 9
0.00 6.08 113.514893 1733682 6
0.00 6.55 113.52406 1733822 6
0.00 5.99 113.543506 1734119 30
0.00 6.65 113.562232 1734405 14
0.00 9.92 113.571792 1734551 14
0.00 10.69 113.581351 1734697 9
0.00 9.19 113.591173 1734847 14
0.00 5.42 113.591696 1734855 14
0.00 8.96 113.610554 1735143 45
0.00 5.21 113.61206 1735166 45
0.00 8.88 113.620375 1735293 9
0.00 9.70 113.650232 1735749 6
0.00 8.80 113.660381 1735904 9
0.00 6.06 113.67053 1736059 9
0.00 8.09 113.680744 1736215 9
0.00 8.75 113.691024 1736372 4
0.00 7.23 113.701369 1736530 4
0.00 6.89 113.711845 1736690 4
0.00 10.52 113.72206 1736846 9
0.00 9.68 113.73247 1737005 9
0.00 6.58 113.743274 1737170 6
0.00 5.46 113.753946 1737333 3
0.00 9.41 113.775357 1737660 4
0.00 9.13 113.786161 1737825 4
0.00 6.23 113.797357 1737996 14
0.00 6.41 113.808554 1738167 6
0.00 7.48 113.819619 1738336 4
0.00 10.65 113.831012 1738510 6
0.00 7.44 113.853667 1738856 9
0.00 6.51 113.865321 1739034 6
0.00 5.27 113.876976 1739212 9
0.00 9.90 113.888893 1739394 14
0.00 10.70 113.900548 1739572 14
0.00 5.36 113.923857 1739928 4
0.00 8.25 113.94756 1740290 14
0.00 5.90 113.970607 1740642 3
0.00 7.53 114.004917 1741166 9
0.00 9.09 114.01631 1741340 9
0.00 5.23 114.016637 1741345 9
0.00 6.01 114.02744 1741510 2
0.00 5.09 114.02803 1741519 3
0.00 7.46 114.039095 1741688 4
0.00 10.29 114.061226 1742026 9
0.00 7.33 114.072554 1742199 14
0.00 6.28 114.083357 1742364 3
0.00 7.12 114.105881 1742708 6
0.00 10.44 114.116815 1742875 9
0.00 7.92 114.128274 1743050 3
0.00 6.04 114.139143 1743216 9
0.00 10.88 114.15047 1743389 14
0.00 5.46 114.161798 1743562 4
0.00 8.04 114.172798 1743730 9
0.00 7.07 114.184321 1743906 3
0.00 7.81 114.195649 1744079 9
0.00 6.75 114.218435 1744427 14
0.00 9.84 114.229958 1744603 9
0.00 6.05 114.230286 1744608 9
0.00 7.81 114.241482 1744779 9
0.00 8.42 114.253268 1744959 6
0.00 6.24 114.264595 1745132 6
0.00 9.53 114.27625 1745310 6
0.00 5.39 114.276512 1745314 6
0.00 9.27 114.287774 1745486 9
0.00 11.96 114.299429 1745664 9
0.00 9.49 114.310887 1745839 6
0.00 6.05 114.311149 1745843 6
0.00 9.35 114.322149 1746011 9
0.00 6.80 114.333673 1746187 9
0.00 -10.93 114.345131 1746362 14
0.00 8.84 114.378982 1746879 9
0.00 7.56 114.390179 1747050 9
0.00 7.22 114.401375 1747221 9
0.00 8.73 114.412506 1747391 4
0.00 5.37 114.423833 1747564 9
0.00 10.11 114.44603 1747903 6
0.00 6.14 114.457619 1748080 4
0.00 7.71 114.468161 1748241 4
0.00 9.28 114.479423 1748413 6
0.00 9.01 114.490815 1748587 14
0.00 5.86 114.491339 1748595 14
0.00 8.08 114.502077 1748759 6
0.00 10.10 114.524601 1749103 6
0.00 10.24 114.535601 1749271 6
0.00 10.48 114.570173 1749799 9
0.00 6.27 114.581631 1749974 9
0.00 7.78 114.593548 1750156 6
0.00 5.30 114.604548 1750324 6
0.00 9.12 114.627923 1750681 14
0.00 11.13 114.63925 1750854 9
0.00 10.08 114.650905 1751032 9
0.00 10.61 114.662494 1751209 9
0.00 5.11 114.673887 1751383 9
0.00 7.09 114.696738 1751732 14
0.00 7.16 114.719393 1752078 9
0.00 8.17 114.730524 1752248 9
0.00 7.61 114.741917 1752422 14
0.00 10.36 114.752982 1752591 9
0.00 6.41 114.75331 1752596 6
0.00 5.83 114.764048 1752760 6
0.00 9.87 114.775571 1752936 6
0.00 6.35 114.786506 1753103 6
0.00 9.57 114.797571 1753272 9
0.00 8.17 114.808702 1753442 9
0.00 8.55 114.819899 1753613 9
0.00 6.97 114.830833 1753780 4
0.00 8.07 114.853423 1754125 9
0.00 8.51 114.864619 1754296 6
0.00 9.35 114.875881 1754468 9
0.00 6.11 114.876208 1754473 9
0.00 7.29 114.91006 1754990 9
0.00 8.42 114.921387 1755163 9
0.00 5.78 114.932845 1755338 9
0.00 7.24 114.944173 1755511 6
0.00 5.75 114.955696 1755687 4
0.00 6.10 114.966893 1755858 4
0.00 7.22 114.98981 1756208 6
0.00 5.57 115.00153 1756387 3
0.00 6.20 115.024054 1756731 9
0.00 5.07 115.035315 1756903 4
0.00 6.94 115.04697 1757081 9
0.00 7.43 115.058167 1757252 4
0.00 7.00 115.080821 1757598 9
0.00 6.78 115.092149 1757771 6
0.00 6.60 115.103411 1757943 9
0.00 6.51 115.114935 1758119 4
0.00 8.97 115.125935 1758287 9
0.00 7.82 115.137131 1758458 9
0.00 5.21 115.148196 1758627 3
0.00 6.85 115.159655 1758802 6
0.00 6.69 115.18231 1759148 9
0.00 9.70 115.193571 1759320 9
0.00 6.59 115.204702 1759490 2
0.00 6.31 115.239077 1760015 9
0.00 7.89 115.261929 1760364 9
0.00 8.09 115.273518 1760541 9
0.00 7.80 115.30822 1761071 9
0.00 8.47 115.319744 1761247 9
0.00 9.68 115.331464 1761426 9
0.00 7.14 115.342923 1761601 3
0.00 9.14 115.354446 1761777 9
0.00 6.27 115.354774 1761782 9
0.00 11.22 115.389149 1762307 9
0.00 5.89 115.389476 1762312 9
0.00 9.70 115.412065 1762657 6
0.00 8.14 115.423524 1762832 6
0.00 7.23 115.434917 1763006 4
0.00 9.19 115.457899 1763357 14
0.00 8.70 115.469161 1763529 9
0.00 6.80 115.480423 1763701 6
0.00 5.47 115.49175 1763874 6
0.00 10.61 115.525994 1764397 14
0.00 9.57 115.537387 1764571 14
0.00 6.50 115.548649 1764743 9
0.00 9.88 115.560107 1764918 9
0.00 11.18 115.583024 1765268 9
0.00 6.67 115.594482 1765443 3
0.00 6.70 115.629446 1765977 9
0.00 7.97 115.641167 1766156 14
0.00 9.76 115.653018 1766337 9
0.00 9.47 115.664607 1766514 9
0.00 7.57 115.676196 1766691 6
0.00 11.89 115.688244 1766875 9
0.00 6.40 115.699702 1767050 9
0.00 5.58 115.734667 1767584 2
0.00 6.95 115.735321 1767594 3
0.00 9.00 115.746649 1767767 14
0.00 6.84 115.758435 1767947 14
0.00 6.08 115.769958 1768123 4
0.00 6.75 115.782071 1768308 9
0.00 11.48 115.793726 1768486 9
0.00 11.55 115.841 1769208 9
0.00 11.66 115.864571 1769568 9
0.00 8.15 115.888405 1769932 4
0.00 7.23 115.90019 1770112 6
0.00 6.59 115.912042 1770293 9
0.00 12.02 115.971429 1771200 9
0.00 6.98 115.983214 1771380 9
0.00 8.06 115.995065 1771561 9
0.00 7.07 116.018899 1771925 14
0.00 7.66 116.030554 1772103 9
0.00 8.38 116.042667 1772288 14
0.00 8.11 116.054387 1772467 9
0.00 7.19 116.0665 1772652 6
0.00 10.51 116.114167 1773380 9
0.00 8.19 116.114494 1773385 9
0.00 9.55 116.150375 1773933 6
0.00 11.92 116.186845 1774490 14
0.00 6.01 116.198762 1774672 9
0.00 5.09 116.205833 1774780 1
0.00 8.27 116.222857 1775040 9
0.00 7.01 116.235036 1775226 3
0.00 10.70 116.247083 1775410 6
0.00 10.02 116.259065 1775593 6
0.00 8.33 116.271179 1775778 6
0.00 8.61 116.307452 1776332 3
0.00 6.22 116.3195 1776516 9
0.00 10.52 116.331613 1776701 9
0.00 6.63 116.343726 1776886 9
0.00 6.73 116.355774 1777070 9
0.00 5.84 116.39244 1777630 14
0.00 7.93 116.404685 1777817 9
0.00 9.69 116.466101 1778755 9
0.00 9.72 116.478476 1778944 9
0.00 6.37 116.490851 1779133 14
0.00 12.33 116.527976 1779700 14
0.00 5.91 116.54022 1779887 9
0.00 9.83 116.55253 1780075 9
0.00 5.87 116.564774 1780262 9
0.00 5.15 116.575577 1780427 70
0.00 11.24 116.589262 1780636 9
0.00 8.34 116.60144 1780822 9
0.00 5.14 116.613619 1781008 4
0.00 7.98 116.638107 1781382 9
0.00 7.35 116.662595 1781756 14
0.00 10.06 116.686887 1782127 9
0.00 10.59 116.699196 1782315 14
0.00 5.18 116.711244 1782499 6
0.00 6.85 116.723488 1782686 9
0.00 5.98 116.735798 1782874 9
0.00 7.07 116.760679 1783254 4
0.00 9.01 116.772726 1783438 9
0.00 9.44 116.785232 1783629 14
0.00 7.34 116.797542 1783817 9
0.00 6.59 116.809982 1784007 9
0.00 10.79 116.847369 1784578 9
0.00 6.72 116.872446 1784961 9
0.00 6.97 116.885083 1785154 9
0.00 10.54 116.910423 1785541 6
0.00 9.17 116.922929 1785732 9
0.00 5.35 116.923256 1785737 9
0.00 7.09 116.96097 1786313 6
0.00 7.87 116.986702 1786706 14
0.00 9.74 116.999274 1786898 9
0.00 5.35 117.011976 1787092 14
0.00 5.05 117.02422 1787279 45
0.00 5.50 117.050345 1787678 1
0.00 6.21 117.088518 1788261 9
0.00 6.52 117.10122 1788455 9
0.00 8.47 117.204083 1790026 9
0.00 5.47 117.217113 1790225 14
0.00 5.34 117.230077 1790423 9
0.00 6.14 117.243173 1790623 9
0.00 5.72 117.282327 1791221 14
0.00 8.84 117.308387 1791619 9
0.00 8.02 117.321351 1791817 9
0.00 5.83 117.347214 1792212 9
0.00 6.20 117.360113 1792409 9
0.00 6.56 117.373143 1792608 20
0.00 5.97 117.399202 1793006 9
0.00 5.49 117.425327 1793405 9
0.00 7.93 117.438357 1793604 6
0.00 6.63 117.451518 1793805 6
0.00 7.60 117.46494 1794010 14
0.00 5.80 117.491458 1794415 14
0.00 6.56 117.518107 1794822 9
0.00 5.66 117.558113 1795433 9
0.00 6.07 117.57147 1795637 9
0.00 5.44 117.572649 1795655 1
0.00 12.93 117.598315 1796047 9
0.00 6.35 117.598643 1796052 9
0.00 5.02 117.605845 1796162 1
0.00 6.44 117.625161 1796457 9
0.00 5.46 117.678524 1797272 9
0.00 5.67 117.705238 1797680 9
0.00 8.35 117.758929 1798500 9
0.00 5.81 117.772351 1798705 20
0.00 5.40 117.799458 1799119 9
0.00 6.45 117.840446 1799745 9
0.00 6.86 117.923929 1801020 70
0.00 6.47 117.973101 1801771 100
0.00 7.61 118.019786 1802484 100
0.00 5.95 118.070923 1803265 150
0.00 5.73 118.114268 1803927 100
0.00 8.03 118.159774 1804622 100
0.00 8.01 118.207506 1805351 45
0.00 5.17 118.210321 1805394 70
0.00 7.37 118.256351 1806097 70
0.00 7.74 118.309321 1806906 100
0.00 7.93 118.358298 1807654 70
0.00 5.59 118.410351 1808449 150
0.00 6.21 118.461423 1809229 100
0.00 5.79 118.51256 1810010 150
0.00 7.67 118.559244 1810723 150
0.00 5.03 118.56422 1810799 100
0.00 6.01 118.613786 1811556 100
0.00 7.12 118.658637 1812241 70
0.00 10.05 118.707351 1812985 100
0.00 6.73 118.71069 1813036 100
0.00 10.35 118.75456 1813706 100
0.00 6.71 118.757964 1813758 100
0.00 7.57 118.80203 1814431 100
0.00 6.11 118.872417 1815506 70
0.00 5.84 118.893042 1815821 70
0.00 5.66 119.321976 1822372 100
0.00 5.80 120.171006 1835339 1
0.00 5.16 120.618994 1842181 1
0.00 5.30 122.152577 1865603 20
0.00 7.89 122.803083 1875538 100
0.00 5.97 122.850815 1876267 100
0.00 5.26 122.943333 1877680 100
0.00 7.88 122.989429 1878384 100
0.00 7.89 123.03703 1879111 70
0.00 6.01 123.083125 1879815 150
0.00 10.41 123.182976 1881340 150
0.00 5.72 123.234048 1882120 100
0.00 5.51 123.28453 1882891 100
0.00 8.76 123.335536 1883670 100
0.00 9.77 123.386738 1884452 100
0.00 9.00 123.436369 1885210 70
0.00 7.93 123.486917 1885982 70
0.00 7.98 123.53478 1886713 100
0.00 5.85 123.582315 1887439 100
0.00 5.45 123.673524 1888832 30
0.00 7.07 123.720536 1889550 70
0.00 7.46 123.769119 1890292 100
0.00 6.26 124.050929 1894596 70
0.00 5.09 124.80253 1906075 9
0.00 5.49 124.999679 1909086 100
0.00 5.81 125.766143 1920792 70
0.00 5.20 126.733881 1935572 70
0.00 5.91 128.032077 1955399 30
0.00 8.19 128.080923 1956145 100
