DM Sigma Time Sample Downfact
0.00 5.30 128.130423 1956901 45
0.00 8.18 128.177304 1957617 150
0.00 6.15 128.221304 1958289 150
0.00 5.31 128.267726 1958998 70
0.00 10.09 128.315393 1959726 100
0.00 8.00 128.363845 1960466 150
0.00 5.12 128.375565 1960645 1
0.00 8.33 128.41544 1961254 100
0.00 5.72 128.465595 1962020 100
0.00 7.24 128.516405 1962796 100
0.00 8.16 128.568065 1963585 150
0.00 7.61 128.61678 1964329 100
0.00 6.22 128.666476 1965088 45
0.00 6.61 128.720298 1965910 100
0.00 9.49 128.764494 1966585 45
0.00 6.45 128.766 1966608 45
0.00 8.71 128.813798 1967338 100
0.00 5.97 128.860286 1968048 100
0.00 5.89 128.907756 1968773 100
0.00 5.20 128.915548 1968892 1
0.00 5.92 128.953917 1969478 100
0.00 6.34 129.000667 1970192 100
0.00 5.16 129.680571 1980576 1
0.00 5.27 129.909083 1984066 1
0.00 5.14 129.930101 1984387 70
0.00 6.22 131.112405 2002444 45
0.00 5.06 131.263196 2004747 30
0.00 5.27 131.894714 2014392 100
0.00 5.74 132.678923 2026369 100
0.00 7.59 132.930744 2030215 100
0.00 6.23 132.977821 2030934 100
0.00 5.58 132.994321 2031186 30
0.00 5.87 133.024899 2031653 100
0.00 7.64 133.07047 2032349 100
0.00 5.56 133.116565 2033053 100
0.00 8.39 133.162268 2033751 45
0.00 7.30 133.213667 2034536 100
0.00 7.34 133.258911 2035227 70
0.00 5.03 133.261268 2035263 70
0.00 6.77 133.310899 2036021 100
0.00 7.88 133.361708 2036797 100
0.00 7.68 133.412321 2037570 100
0.00 9.52 133.463851 2038357 100
0.00 6.46 133.513024 2039108 100
0.00 6.72 133.613006 2040635 70
0.00 10.06 133.662179 2041386 100
0.00 5.28 133.665649 2041439 100
0.00 7.70 133.709321 2042106 100
0.00 6.52 133.756792 2042831 100
0.00 7.27 133.800792 2043503 45
0.00 6.82 133.848524 2044232 100
0.00 6.08 133.89547 2044949 70
0.00 5.07 134.659774 2056622 150
0.00 5.02 135.526089 2069853 30
0.00 5.53 135.960327 2076485 70
0.00 5.17 136.143988 2079290 70
0.00 5.08 136.242202 2080790 30
0.00 5.46 136.341726 2082310 100
0.00 5.63 137.859006 2105483 70
0.00 6.44 138.161637 2110105 100
0.00 9.06 138.208321 2110818 100
0.00 8.14 138.25494 2111530 150
0.00 5.03 138.301625 2112243 100
0.00 5.70 138.396565 2113693 150
0.00 9.39 138.442661 2114397 100
0.00 7.33 138.489149 2115107 100
0.00 5.72 138.54022 2115887 100
0.00 7.47 138.591619 2116672 100
0.00 8.69 138.641905 2117440 100
0.00 7.08 138.692845 2118218 100
0.00 8.45 138.743065 2118985 100
0.00 8.52 138.79394 2119762 100
0.00 8.55 138.843899 2120525 70
0.00 5.56 138.846256 2120561 70
0.00 9.51 138.891827 2121257 100
0.00 6.13 138.939363 2121983 100
0.00 6.84 138.987161 2122713 150
0.00 7.89 139.032143 2123400 150
0.00 7.71 139.126625 2124843 100
0.00 5.16 139.357887 2128375 70
0.00 6.47 140.906792 2152031 70
0.00 5.54 141.159137 2155885 45
0.00 6.89 141.273982 2157639 70
0.00 6.35 141.456399 2160425 100
0.00 5.47 142.215726 2172022 1
0.00 5.11 142.457268 2175711 70
0.00 5.09 142.526345 2176766 14
0.00 5.42 142.707452 2179532 150
0.00 5.18 143.115958 2185771 45
0.00 5.90 143.164673 2186515 100
0.00 7.43 143.209327 2187197 150
0.00 6.18 143.257321 2187930 70
0.00 8.06 143.305054 2188659 100
0.00 5.09 143.308393 2188710 100
0.00 6.82 143.354488 2189414 100
0.00 6.66 143.400714 2190120 70
0.00 6.35 143.449821 2190870 45
0.00 8.12 143.503708 2191693 150
0.00 7.32 143.55419 2192464 100
0.00 7.50 143.604476 2193232 100
0.00 10.75 143.655613 2194013 70
0.00 9.41 143.705833 2194780 100
0.00 9.15 143.756839 2195559 100
0.00 9.01 143.803851 2196277 100
0.00 6.10 143.851321 2197002 150
0.00 6.05 143.89722 2197703 100
0.00 7.04 143.942792 2198399 70
0.00 7.80 143.990327 2199125 70
0.00 5.00 143.99275 2199162 70
0.00 8.01 144.037536 2199846 100
0.00 5.16 144.206988 2202434 100
0.00 5.12 144.406429 2205480 70
0.00 5.41 144.628524 2208872 1
0.00 5.04 145.205173 2217679 45
0.00 5.51 145.385036 2220426 150
0.00 5.29 145.40219 2220688 1
0.00 5.55 145.607327 2223821 30
0.00 6.01 145.639083 2224306 100
0.00 5.08 145.772786 2226348 45
0.00 5.76 146.88981 2243408 70
0.00 5.60 147.63997 2254865 3
0.00 5.16 147.872607 2258418 70
0.00 5.12 148.021565 2260693 45
0.00 5.50 148.122923 2262241 3
0.00 6.88 148.302327 2264981 150
0.00 8.50 148.349274 2265698 150
0.00 7.01 148.394321 2266386 100
0.00 7.18 148.439827 2267081 70
0.00 8.57 148.487952 2267816 100
0.00 7.69 148.536143 2268552 100
0.00 8.65 148.585381 2269304 150
0.00 5.26 148.630494 2269993 100
0.00 7.91 148.686738 2270852 150
0.00 9.63 148.738137 2271637 100
0.00 10.15 148.789208 2272417 100
0.00 8.10 148.838512 2273170 70
0.00 7.87 148.88919 2273944 70
0.00 6.10 148.891548 2273980 70
0.00 7.74 148.939083 2274706 70
0.00 5.56 148.941637 2274745 70
0.00 6.81 148.991071 2275500 100
0.00 9.97 149.038673 2276227 100
0.00 7.01 149.08719 2276968 150
0.00 7.44 149.134202 2277686 150
0.00 5.68 149.179708 2278381 100
0.00 6.43 149.223577 2279051 100
0.00 7.67 149.272226 2279794 100
0.00 5.27 149.411952 2281928 1
0.00 5.20 149.508792 2283407 2
0.00 5.13 149.90453 2289451 70
0.00 5.08 150.503244 2298595 1
0.00 5.27 150.741054 2302227 6
0.00 5.12 150.771304 2302689 100
0.00 6.15 152.072381 2322560 45
0.00 5.78 152.187095 2324312 150
0.00 5.17 152.222387 2324851 45
0.00 5.87 152.42353 2327923 100
0.00 5.21 152.588988 2330450 30
0.00 5.04 153.205119 2339860 1
0.00 5.68 153.390417 2342690 70
0.00 9.22 153.438804 2343429 100
0.00 5.43 153.485881 2344148 100
0.00 6.02 153.533351 2344873 100
0.00 6.64 153.579381 2345576 100
0.00 7.23 153.626196 2346291 100
0.00 6.41 153.674321 2347026 150
0.00 8.36 153.72369 2347780 100
0.00 5.65 153.72703 2347831 100
0.00 7.59 153.774173 2348551 100
0.00 10.08 153.824327 2349317 70
0.00 5.95 153.826815 2349355 70
0.00 6.80 153.874351 2350081 70
0.00 5.89 153.926929 2350884 100
0.00 6.19 153.976298 2351638 70
0.00 5.58 154.126631 2353934 45
0.00 7.79 154.172857 2354640 100
0.00 9.05 154.221571 2355384 100
0.00 6.17 154.224976 2355436 100
0.00 6.14 154.268387 2356099 100
0.00 5.95 154.315268 2356815 100
0.00 5.26 154.362083 2357530 100
0.00 5.56 154.889363 2365583 70
0.00 5.26 155.790185 2379341 45
0.00 5.35 155.961994 2381965 1
0.00 5.22 155.991786 2382420 45
0.00 5.09 156.727869 2393662 1
0.00 5.34 157.726185 2408909 70
0.00 5.08 157.79297 2409929 20
0.00 5.04 158.056119 2413948 1
0.00 5.37 158.242137 2416789 100
0.00 7.27 158.625958 2422651 70
0.00 7.68 158.674214 2423388 100
0.00 5.99 158.719065 2424073 45
0.00 6.22 158.768369 2424826 100
0.00 5.89 158.814595 2425532 100
0.00 8.05 158.862393 2426262 150
0.00 6.19 158.91019 2426992 45
0.00 8.44 158.958905 2427736 100
0.00 8.95 159.008274 2428490 100
0.00 6.16 159.011613 2428541 100
0.00 5.75 159.063994 2429341 70
0.00 5.90 159.114476 2430112 150
0.00 5.14 159.166202 2430902 100
0.00 5.76 159.318304 2433225 100
0.00 5.85 159.365054 2433939 100
0.00 8.13 159.412131 2434658 100
0.00 7.90 159.459077 2435375 100
0.00 6.08 159.507333 2436112 100
0.00 6.54 159.59972 2437523 100
0.00 5.51 159.793661 2440485 70
0.00 5.59 159.860905 2441512 70
0.00 5.12 160.440369 2450362 150
0.00 5.08 160.493339 2451171 45
0.00 5.59 161.91378 2472865 1
0.00 6.32 162.544381 2482496 100
0.00 5.70 162.863905 2487376 100
0.00 7.28 163.471982 2496663 100
0.00 7.03 163.563518 2498061 30
0.00 5.02 163.564565 2498077 30
0.00 8.02 163.613083 2498818 100
0.00 7.40 163.65944 2499526 100
0.00 7.16 163.705994 2500237 100
0.00 5.73 163.779982 2501367 70
0.00 6.34 163.801655 2501698 150
0.00 8.27 163.854821 2502510 100
0.00 5.84 163.9055 2503284 100
0.00 6.08 163.956571 2504064 100
0.00 6.80 164.008494 2504857 150
0.00 6.32 164.057929 2505612 100
0.00 8.76 164.11031 2506412 150
0.00 6.61 164.154899 2507093 45
0.00 5.01 164.201387 2507803 70
0.00 7.87 164.247482 2508507 45
0.00 10.48 164.296131 2509250 100
0.00 5.92 164.299667 2509304 100
0.00 6.92 164.343798 2509978 100
0.00 8.95 164.389827 2510681 100
0.00 6.18 164.413923 2511049 70
0.00 5.20 164.497339 2512323 30
0.00 5.08 164.540815 2512987 1
0.00 5.42 165.178161 2522721 45
0.00 5.04 165.679381 2530376 150
0.00 5.30 165.747345 2531414 70
0.00 5.03 166.482185 2542637 70
0.00 5.17 167.265214 2554596 70
0.00 5.07 167.412601 2556847 1
0.00 5.91 167.63869 2560300 2
0.00 6.09 168.097155 2567302 1
0.00 5.52 168.09925 2567334 45
0.00 5.44 168.216256 2569121 45
0.00 5.31 168.650625 2575755 30
0.00 7.10 168.699667 2576504 100
0.00 7.87 168.747792 2577239 100
0.00 7.60 168.839458 2578639 150
0.00 7.28 168.885488 2579342 45
0.00 6.72 168.934726 2580094 70
0.00 10.28 168.98344 2580838 100
0.00 9.02 169.033268 2581599 70
0.00 5.96 169.035625 2581635 70
0.00 7.33 169.083423 2582365 70
0.00 5.25 169.085845 2582402 70
0.00 8.22 169.134429 2583144 70
0.00 5.35 169.136786 2583180 70
0.00 7.27 169.186089 2583933 100
0.00 7.10 169.237161 2584713 100
0.00 7.04 169.287381 2585480 100
0.00 6.46 169.340417 2586290 100
0.00 7.72 169.387167 2587004 100
0.00 7.47 169.433917 2587718 100
0.00 8.89 169.480994 2588437 100
0.00 5.19 169.484333 2588488 100
0.00 6.53 169.621375 2590581 100
0.00 6.72 170.184208 2599177 14
0.00 5.29 170.484875 2603769 70
0.00 5.29 170.500524 2604008 20
0.00 5.37 170.885131 2609882 70
0.00 5.29 170.969988 2611178 100
0.00 5.46 171.25422 2615519 1
0.00 5.40 171.351256 2617001 70
0.00 5.50 171.601899 2620829 70
0.00 5.12 171.786149 2623643 70
0.00 5.75 172.50344 2634598 70
0.00 5.54 173.729351 2653321 70
0.00 7.34 173.776625 2654043 100
0.00 7.56 173.82344 2654758 100
0.00 8.84 173.872024 2655500 100
0.00 7.13 173.918119 2656204 100
0.00 8.58 174.012863 2657651 70
0.00 5.13 174.01522 2657687 70
0.00 6.39 174.059548 2658364 150
0.00 7.13 174.114613 2659205 150
0.00 5.94 174.165685 2659985 100
0.00 8.02 174.216429 2660760 100
0.00 7.45 174.267173 2661535 100
0.00 8.79 174.319357 2662332 100
0.00 5.01 174.339327 2662637 30
0.00 5.39 174.369446 2663097 100
0.00 7.84 174.419601 2663863 100
0.00 6.43 174.466417 2664578 100
0.00 7.14 174.513167 2665292 100
0.00 6.24 174.55828 2665981 45
0.00 6.88 174.605226 2666698 45
0.00 7.84 174.654071 2667444 100
0.00 7.38 174.701804 2668173 100
0.00 5.04 174.87322 2670791 1
0.00 5.37 175.104613 2674325 14
0.00 5.43 175.828518 2685381 9
0.00 5.83 176.230476 2691520 14
0.00 5.07 176.755726 2699542 70
0.00 5.47 176.981488 2702990 9
0.00 5.86 177.00722 2703383 20
0.00 5.87 177.742518 2714613 70
0.00 7.15 178.209167 2721740 14
0.00 5.92 178.241643 2722236 70
0.00 6.21 178.963583 2733262 100
0.00 5.69 179.010268 2733975 100
0.00 6.85 179.05728 2734693 70
0.00 10.62 179.105077 2735423 100
0.00 5.35 179.108417 2735474 100
0.00 6.07 179.197857 2736840 20
0.00 8.22 179.243821 2737542 45
0.00 5.66 179.245458 2737567 45
0.00 8.63 179.292143 2738280 100
0.00 5.02 179.341315 2739031 100
0.00 6.10 179.360631 2739326 14
0.00 7.13 179.39147 2739797 45
0.00 7.47 179.442607 2740578 70
0.00 10.84 179.494988 2741378 100
0.00 5.65 179.498327 2741429 100
0.00 7.80 179.54547 2742149 150
0.00 6.76 179.645845 2743682 70
0.00 10.35 179.693905 2744416 100
0.00 7.51 179.741113 2745137 100
0.00 6.83 179.789762 2745880 150
0.00 6.81 179.834744 2746567 100
0.00 6.23 179.882673 2747299 100
0.00 8.46 179.927393 2747982 70
0.00 6.39 180.297071 2753628 9
0.00 5.50 180.544964 2757414 14
0.00 5.63 180.824548 2761684 3
0.00 6.07 181.248179 2768154 14
0.00 5.67 181.304815 2769019 9
0.00 5.30 181.379327 2770157 9
0.00 5.11 181.470536 2771550 14
0.00 5.23 181.506744 2772103 14
0.00 5.35 181.524881 2772380 14
0.00 8.08 181.57844 2773198 14
0.00 7.43 181.59625 2773470 14
0.00 5.73 181.631738 2774012 9
0.00 6.03 181.684774 2774822 6
0.00 7.60 181.702321 2775090 9
0.00 5.18 181.746911 2775771 1
0.00 5.14 181.794119 2776492 30
0.00 7.52 181.807083 2776690 14
0.00 9.79 181.824107 2776950 14
0.00 6.34 181.841196 2777211 9
0.00 12.87 181.909357 2778252 9
0.00 8.85 181.909685 2778257 9
0.00 6.87 181.926446 2778513 14
0.00 5.72 181.92972 2778563 1
0.00 10.65 181.943339 2778771 14
0.00 6.57 182.010387 2779795 14
0.00 10.11 182.043845 2780306 14
0.00 7.22 182.077173 2780815 14
0.00 8.28 182.093738 2781068 14
0.00 10.71 182.126673 2781571 6
0.00 8.31 182.143238 2781824 9
0.00 8.41 182.176238 2782328 9
0.00 5.62 182.193393 2782590 6
0.00 7.52 182.209173 2782831 6
0.00 6.47 182.225673 2783083 14
0.00 5.27 182.241976 2783332 14
0.00 8.61 182.274714 2783832 14
0.00 5.68 182.291345 2784086 2
0.00 10.20 182.307321 2784330 9
0.00 9.65 182.323494 2784577 14
0.00 7.02 182.33947 2784821 3
0.00 9.85 182.372208 2785321 14
0.00 5.09 182.388643 2785572 6
0.00 11.11 182.404423 2785813 14
0.00 6.89 182.404946 2785821 14
0.00 8.32 182.420661 2786061 14
0.00 8.07 182.436768 2786307 14
0.00 5.11 182.437292 2786315 14
0.00 7.05 182.468917 2786798 14
0.00 8.05 182.484958 2787043 20
0.00 10.99 182.500738 2787284 14
0.00 5.12 182.52994 2787730 30
0.00 8.48 182.548732 2788017 6
0.00 6.82 182.612113 2788985 14
0.00 5.20 182.628089 2789229 4
0.00 6.42 182.643673 2789467 4
0.00 5.32 182.659321 2789706 6
0.00 5.23 182.67556 2789954 2
0.00 5.42 182.706333 2790424 3
0.00 9.55 182.722113 2790665 6
0.00 5.30 182.7375 2790900 14
0.00 6.27 182.784512 2791618 6
0.00 6.75 182.800357 2791860 2
0.00 5.48 182.815875 2792097 2
0.00 5.54 182.847107 2792574 9
0.00 5.13 182.910292 2793539 6
0.00 5.18 182.925875 2793777 4
0.00 5.20 183.098208 2796409 2
0.00 6.46 183.113726 2796646 6
0.00 5.08 183.285143 2799264 1
0.00 6.46 183.300595 2799500 6
0.00 5.05 183.347149 2800211 1
0.00 5.15 183.363976 2800468 70
0.00 5.99 183.378381 2800688 2
0.00 6.30 183.470571 2802096 2
0.00 5.84 183.51778 2802817 9
0.00 5.19 183.548619 2803288 1
0.00 6.73 183.564923 2803537 2
0.00 8.55 183.580244 2803771 6
0.00 5.47 183.643167 2804732 6
0.00 6.00 183.659077 2804975 2
0.00 6.79 183.674464 2805210 6
0.00 5.16 183.813536 2807334 100
0.00 5.21 183.859565 2808037 100
0.00 5.61 183.907101 2808763 100
0.00 5.55 183.942851 2809309 4
0.00 6.37 183.954048 2809480 150
0.00 7.69 183.99831 2810156 45
0.00 5.16 184.005708 2810269 2
0.00 5.95 184.048333 2810920 30
0.00 5.35 184.054488 2811014 9
0.00 6.52 184.070792 2811263 6
0.00 5.89 184.093446 2811609 70
0.00 8.22 184.103006 2811755 3
0.00 5.80 184.135089 2812245 3
0.00 9.49 184.151393 2812494 9
0.00 6.29 184.191464 2813106 100
0.00 5.82 184.246071 2813940 100
0.00 7.22 184.295702 2814698 70
0.00 7.56 184.348411 2815503 100
0.00 6.45 184.399679 2816286 100
0.00 6.42 184.432679 2816790 2
0.00 5.03 184.466923 2817313 6
0.00 5.77 184.499006 2817803 45
0.00 5.34 184.501625 2817843 1
0.00 8.19 184.548833 2818564 150
0.00 5.01 184.641089 2819973 1
0.00 5.34 184.675923 2820505 1
0.00 6.25 184.734589 2821401 45
0.00 6.24 184.76497 2821865 2
0.00 8.15 184.783631 2822150 45
0.00 5.04 184.785137 2822173 45
0.00 8.59 184.836863 2822963 3
0.00 6.74 184.872744 2823511 9
0.00 11.33 184.928202 2824358 6
0.00 5.49 184.946732 2824641 2
0.00 6.66 184.965327 2824925 1
0.00 5.09 184.983988 2825210 1
0.00 8.48 185.002583 2825494 6
0.00 7.02 185.059286 2826360 2
0.00 10.35 185.078077 2826647 6
0.00 10.83 185.097131 2826938 9
0.00 6.35 185.135631 2827526 9
0.00 7.25 185.155143 2827824 2
0.00 7.81 185.174589 2828121 3
0.00 6.72 185.194167 2828420 2
0.00 8.75 185.213548 2828716 6
0.00 7.32 185.273458 2829631 3
0.00 5.01 185.293363 2829935 1
0.00 9.58 185.313268 2830239 9
0.00 6.29 185.313595 2830244 6
0.00 7.92 185.333238 2830544 4
0.00 5.70 185.352161 2830833 70
0.00 8.45 185.394524 2831480 3
0.00 6.04 185.414756 2831789 2
0.00 8.25 185.434661 2832093 2
0.00 5.39 185.448738 2832308 1
0.00 9.61 185.47519 2832712 9
0.00 6.10 185.495946 2833029 2
0.00 5.84 185.536149 2833643 3
0.00 5.89 185.556315 2833951 1
0.00 6.92 185.576482 2834259 14
0.00 5.57 185.617601 2834887 1
0.00 5.70 185.65597 2835473 1
0.00 5.16 185.678363 2835815 3
0.00 5.30 185.678952 2835824 3
0.00 11.26 185.699512 2836138 9
0.00 6.84 185.720202 2836454 2
0.00 7.94 185.782536 2837406 20
0.00 11.00 185.803488 2837726 9
0.00 5.82 185.803815 2837731 9
0.00 7.66 185.82503 2838055 14
0.00 5.88 185.84703 2838391 2
0.00 5.12 185.869357 2838732 1
0.00 5.66 185.914143 2839416 3
0.00 5.90 185.936732 2839761 3
0.00 7.42 185.982696 2840463 9
0.00 5.46 186.006333 2840824 1
0.00 9.19 186.029577 2841179 3
0.00 5.73 186.076131 2841890 4
0.00 6.10 186.099571 2842248 2
0.00 6.79 186.122554 2842599 2
0.00 6.14 186.16878 2843305 1
0.00 5.85 186.193202 2843678 2
0.00 6.83 186.216708 2844037 4
0.00 8.13 186.264113 2844761 6
0.00 8.09 186.311845 2845490 2
0.00 5.39 186.345893 2846010 1
0.00 5.87 186.359512 2846218 4
0.00 9.98 186.383607 2846586 9
0.00 6.33 186.408226 2846962 14
0.00 5.17 186.484768 2848131 1
0.00 5.58 186.485685 2848145 4
0.00 5.27 186.511548 2848540 1
0.00 5.44 186.564125 2849343 1
0.00 8.11 186.643089 2850549 2
0.00 6.94 186.669083 2850946 3
0.00 6.18 186.695929 2851356 3
0.00 5.40 186.748571 2852160 1
0.00 7.23 186.749488 2852174 2
0.00 5.04 186.768673 2852467 45
0.00 6.89 186.776726 2852590 2
0.00 5.55 186.832315 2853439 1
0.00 7.76 186.86047 2853869 3
0.00 5.99 186.889083 2854306 14
0.00 7.91 186.976363 2855639 4
0.00 6.66 187.0055 2856084 6
0.00 6.85 187.034637 2856529 9
0.00 7.37 187.064167 2856980 4
0.00 5.10 187.121851 2857861 100
0.00 5.23 187.153738 2858348 1
0.00 5.92 187.154524 2858360 2
0.00 10.12 187.185036 2858826 6
0.00 11.51 187.215613 2859293 9
0.00 6.93 187.246518 2859765 3
0.00 5.67 187.277226 2860234 1
0.00 8.58 187.307149 2860691 14
0.00 5.82 187.367583 2861614 1
0.00 6.08 187.37747 2861765 1
0.00 7.62 187.398161 2862081 14
0.00 9.36 187.428607 2862546 4
0.00 6.05 187.45925 2863014 2
0.00 6.09 187.487274 2863442 14
0.00 7.20 187.489304 2863473 3
0.00 5.61 187.513464 2863842 1
0.00 5.90 187.519619 2863936 2
0.00 5.41 187.549018 2864385 1
0.00 10.10 187.579923 2864857 9
0.00 8.49 187.610369 2865322 9
0.00 6.35 187.671458 2866255 1
0.00 12.63 187.732286 2867184 14
0.00 6.63 187.73281 2867192 14
0.00 5.01 187.762798 2867650 3
0.00 8.38 187.794292 2868131 14
0.00 5.73 187.826113 2868617 1
0.00 8.52 187.857345 2869094 4
0.00 9.25 187.919744 2870047 9
0.00 5.44 187.926423 2870149 1
0.00 8.13 187.95078 2870521 2
0.00 5.58 187.951238 2870528 3
0.00 10.18 187.982601 2871007 9
0.00 5.01 188.079375 2872485 1
0.00 7.69 188.111458 2872975 6
0.00 11.68 188.143345 2873462 14
0.00 12.64 188.175494 2873953 9
0.00 9.03 188.175821 2873958 9
0.00 5.96 188.240512 2874946 1
0.00 7.62 188.304351 2875921 2
0.00 5.65 188.367798 2876890 6
0.00 8.43 188.400143 2877384 3
0.00 7.77 188.431899 2877869 2
0.00 7.71 188.463982 2878359 2
0.00 5.69 188.493381 2878808 1
0.00 6.52 188.496327 2878853 3
0.00 6.98 188.528083 2879338 4
0.00 5.82 188.545107 2879598 1
0.00 5.67 188.594018 2880345 1
0.00 5.37 188.626625 2880843 1
0.00 5.68 188.658512 2881330 1
0.00 7.58 188.659429 2881344 3
0.00 8.72 188.692101 2881843 3
0.00 9.35 188.724512 2882338 9
0.00 6.22 188.757905 2882848 30
0.00 6.88 188.79025 2883342 4
0.00 5.57 188.822464 2883834 3
0.00 6.09 188.886631 2884814 1
0.00 10.50 188.919435 2885315 14
0.00 5.81 189.016012 2886790 1
0.00 9.26 189.079262 2887756 4
0.00 8.14 189.110625 2888235 3
0.00 10.24 189.142643 2888724 6
0.00 7.46 189.174464 2889210 2
0.00 8.51 189.190637 2889457 100
0.00 9.90 189.205631 2889686 4
0.00 7.86 189.236536 2890158 3
0.00 6.42 189.266524 2890616 3
0.00 5.96 189.28453 2890891 100
0.00 9.01 189.297232 2891085 9
0.00 5.11 189.326958 2891539 4
0.00 5.02 189.327482 2891547 3
0.00 5.27 189.334554 2891655 100
0.00 6.76 189.357601 2892007 6
0.00 11.40 189.387327 2892461 6
0.00 5.26 189.416464 2892906 1
0.00 5.89 189.417054 2892915 2
0.00 7.25 189.447435 2893379 2
0.00 6.81 189.485935 2893967 100
0.00 9.84 189.508196 2894307 14
0.00 6.92 189.537857 2894760 150
0.00 8.55 189.56994 2895250 6
0.00 6.56 189.601173 2895727 9
0.00 11.42 189.63175 2896194 9
0.00 7.07 189.638952 2896304 100
0.00 8.09 189.692119 2897116 9
0.00 6.65 189.722304 2897577 4
0.00 9.10 189.740571 2897856 100
0.00 12.83 189.75203 2898031 14
0.00 6.42 189.786143 2898552 150
0.00 5.03 189.791315 2898631 100
0.00 5.25 189.833417 2899274 100
0.00 11.71 189.841994 2899405 14
0.00 10.48 189.903542 2900345 9
0.00 6.59 189.926524 2900696 70
0.00 6.71 189.933595 2900804 6
0.00 10.82 189.964173 2901271 9
0.00 8.18 189.9645 2901276 9
0.00 6.92 189.974976 2901436 100
0.00 9.14 189.994815 2901739 14
0.00 7.27 190.025393 2902206 14
0.00 11.61 190.08622 2903135 14
0.00 9.12 190.11647 2903597 14
0.00 9.50 190.146851 2904061 14
0.00 7.19 190.177494 2904529 14
0.00 6.66 190.208464 2905002 14
0.00 10.22 190.239369 2905474 9
0.00 5.84 190.239696 2905479 9
0.00 13.15 190.270536 2905950 14
0.00 6.38 190.27106 2905958 14
0.00 9.11 190.301506 2906423 14
0.00 5.79 190.332214 2906892 14
0.00 5.14 190.343083 2907058 70
0.00 8.38 190.392452 2907812 9
0.00 12.79 190.452167 2908724 14
0.00 12.24 190.512012 2909638 14
0.00 8.44 190.542196 2910099 14
0.00 5.10 190.610685 2911145 20
0.00 10.51 190.664375 2911965 9
0.00 12.32 190.694821 2912430 14
0.00 13.37 190.72494 2912890 9
0.00 5.77 190.784524 2913800 9
0.00 6.69 190.814905 2914264 4
0.00 10.04 190.8445 2914716 14
0.00 5.51 190.874488 2915174 20
0.00 5.16 190.934137 2916085 9
0.00 7.92 190.96419 2916544 9
0.00 12.75 190.99444 2917006 14
0.00 8.97 191.053893 2917914 6
0.00 5.90 191.113083 2918818 4
0.00 14.45 191.172798 2919730 14
0.00 11.62 191.202458 2920183 9
0.00 7.31 191.202786 2920188 9
0.00 11.50 191.232446 2920641 14
0.00 7.95 191.262238 2921096 14
0.00 5.04 191.262762 2921104 14
0.00 12.98 191.321887 2922007 14
0.00 7.56 191.351089 2922453 2
0.00 10.64 191.381012 2922910 14
0.00 11.84 191.410476 2923360 9
0.00 6.33 191.410804 2923365 9
0.00 12.39 191.440071 2923812 14
0.00 5.40 191.440595 2923820 14
0.00 6.62 191.469601 2924263 14
0.00 13.50 191.499262 2924716 14
0.00 14.14 191.529185 2925173 9
0.00 13.45 191.558845 2925626 14
0.00 11.38 191.588571 2926080 9
0.00 5.36 191.588899 2926085 9
0.00 5.17 191.604417 2926322 1
0.00 6.32 191.647893 2926986 14
0.00 8.71 191.677226 2927434 14
0.00 12.68 191.706363 2927879 14
0.00 11.97 191.735304 2928321 14
0.00 6.03 191.735827 2928329 14
0.00 7.67 191.764113 2928761 14
0.00 5.66 191.793185 2929205 9
0.00 8.70 191.85231 2930108 14
0.00 9.43 191.88197 2930561 14
0.00 6.43 191.911304 2931009 3
0.00 13.37 191.941226 2931466 14
0.00 8.65 191.970952 2931920 9
0.00 10.63 192.030601 2932831 14
0.00 5.11 192.031125 2932839 14
0.00 9.31 192.060655 2933290 6
0.00 12.70 192.120107 2934198 14
0.00 6.77 192.150095 2934656 6
